Filtre,Date,Description,Sous-description,Type d’opération,Montant,Solde
"Toutes les opérations disponibles (jusqu’à 2 ans), Date de début=2024-04-27","2026-04-27","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-24.18","9540.19"
"","2026-04-27","depot"," ","Crédit","18.60","9564.37"
"","2026-04-27","pmt facture","Pc-Arc (Impots) - Montant Du 38710281","Débit","-1300.72","9545.77"
"","2026-04-27","retrait","Virement Interac Grat. ","Débit","-70.00","10846.49"
"","2026-04-27","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-20.63","10916.49"
"","2026-04-27","achat pdv","Gpos Francois Trembl     Montr ","Débit","-28.17","10937.12"
"","2026-04-27","pmt facture","Pc-Visa Infinite Momentum Scotia 36786217","Débit","-11.49","10965.29"
"","2026-04-25","achat pdv","Gpos Marche St-Josep     Montr ","Débit","-20.34","10976.78"
"","2026-04-25","achat pdv","Gpos Adonis 21943 An     Anjou ","Débit","-87.09","10997.12"
"","2026-04-24","assurance","Desjardins Secur. Fin. ","Crédit","1235.07","11084.21"
"","2026-04-24","retrait","Virement Interac Grat. ","Débit","-54.00","9849.14"
"","2026-04-24","achat pdv","Gpos Iga Barcelo Mol     Montr ","Débit","-54.52","9903.14"
"","2026-04-23","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-21.78","9957.66"
"","2026-04-22","achat pdv","Gpos Ls 325 F Cuisin     Montr ","Débit","-29.89","9979.44"
"","2026-04-21","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-21.78","10009.33"
"","2026-04-21","achat pdv","Gpos Marche St Josep     Montr ","Débit","-35.24","10031.11"
"","2026-04-20","achat pdv","Gpos Kim Phat #1935      St-La ","Débit","-39.26","10066.35"
"","2026-04-20","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-21.78","10105.61"
"","2026-04-18","achat pdv","Gpos Marche St Josep     Montr ","Débit","-23.17","10127.39"
"","2026-04-18","achat pdv","Gpos Adonis 21942 Se     Montr ","Débit","-70.97","10150.56"
"","2026-04-18","achat pdv","Gpos Rez Gas             Kahna ","Débit","-26.00","10221.53"
"","2026-04-18","achat pdv","Gpos Totem Pole High     Kahna ","Débit","-60.00","10247.53"
"","2026-04-17","achat pdv","Gpos Marche St-Josep     Montr ","Débit","-77.07","10307.53"
"","2026-04-16","achat pdv","Gpos Kim Phat #1935      St-La ","Débit","-39.45","10384.60"
"","2026-04-16","dt trnsfr cl","Achat Placement ","Débit","-1000.00","10424.05"
"","2026-04-15","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-28.78","11424.05"
"","2026-04-15","pmt facture","Pc-Visa Infinite Momentum Scotia 08844850","Débit","-74.68","11452.83"
"","2026-04-14","achat pdv","Gpos Francois Trembl     Montr ","Débit","-8.04","11527.51"
"","2026-04-14","achat pdv","Gpos Provigo Rachel      Montr ","Débit","-48.94","11535.55"
"","2026-04-13","pmt facture","Pc-Visa Momentum Scotia 04816282","Débit","-500.00","11584.49"
"","2026-04-13","pmt facture","Pc-Visa Infinite Momentum Scotia 04810114","Débit","-68.51","12084.49"
"","2026-04-13","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-24.18","12153.00"
"","2026-04-13","achat pdv","Gpos Provigo Rachel      Montr ","Débit","-38.62","12177.18"
"","2026-04-13","retour pdv","Gpos Provigo Rachel      Montr ","Crédit","21.85","12215.80"
"","2026-04-11","achat pdv","Gpos Provigo Rachel      Montr ","Débit","-51.52","12193.95"
"","2026-04-11","achat pdv","Gpos Rez Gas             Kahna ","Débit","-36.00","12245.47"
"","2026-04-11","achat pdv","Gpos Totem Pole High     Kahna ","Débit","-60.00","12281.47"
"","2026-04-10","assurance","Desjardins Secur. Fin. ","Crédit","1235.07","12341.47"
"","2026-04-10","achat pdv","Gpos Marche St Josep     Montr ","Débit","-51.63","11106.40"
"","2026-04-10","achat pdv","Gpos Adonis 21037 Sa     Montr ","Débit","-56.18","11158.03"
"","2026-04-09","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-21.83","11214.21"
"","2026-04-08","assurance","Intact Compagnie D Assurance ","Débit","-85.55","11236.04"
"","2026-04-08","achat pdv","Gpos Marche St Josep     Montr ","Débit","-41.10","11321.59"
"","2026-04-08","achat pdv","Gpos Ls 325 F Cuisin     Montr ","Débit","-23.27","11362.69"
"","2026-04-07","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-21.78","11385.96"
"","2026-04-06","pmt facture","Pc-Bell Facture Unique-14 Digits 85249404","Débit","-74.74","11407.74"
"","2026-04-06","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-22.98","11482.48"
"","2026-04-04","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-21.78","11505.46"
"","2026-04-04","achat pdv","Gpos Maxi #8797          Montr ","Débit","-21.29","11527.24"
"","2026-04-04","achat pdv","Gpos Francois Trembl     Montr ","Débit","-22.39","11548.53"
"","2026-04-02","achat pdv","Gpos Marche St Josep     Montr ","Débit","-33.32","11570.92"
"","2026-04-02","achat pdv","Gpos Marche St Josep     Montr ","Débit","-63.39","11604.24"
"","2026-04-02","achat pdv","Gpos Adonis 21037 Sa     Montr ","Débit","-49.14","11667.63"
"","2026-04-02","pmt facture","Pc-Hydro Quebec 76494738","Débit","-114.32","11716.77"
"","2026-04-02","tps","Canada ","Crédit","87.25","11831.09"
"","2026-04-02","cred. impot solidarite","Gouv. Quebec ","Crédit","104.67","11743.84"
"","2026-04-01","achat pdv","Gpos Super C  Pie Ix     Montr ","Débit","-34.45","11639.17"
"","2026-04-01","retrait","Virement Interac Grat. ","Débit","-403.77","11673.62"
"","2026-04-01","pmt facture","Pc-Visa Momentum Scotia 72978110","Débit","-500.00","12077.39"
"","2026-03-31","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-21.78","12577.39"
"","2026-03-31","pension","Rrq Retraite Quebec ","Crédit","1203.95","12599.17"
"","2026-03-30","pmt facture","Fido Mobile ","Débit","-59.84","11395.22"
"","2026-03-30","assurance","Intact Compagnie D Assurance ","Débit","-92.83","11455.06"
"","2026-03-30","achat pdv","Gpos Intermarche Pal     Laval ","Débit","-10.57","11547.89"
"","2026-03-30","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-24.18","11558.46"
"","2026-03-30","achat pdv","Gpos Iga Barcelo Mol     Montr ","Débit","-24.99","11582.64"
"","2026-03-28","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-23.03","11607.63"
"","2026-03-28","achat pdv","Gpos Francois Trembl     Montr ","Débit","-23.70","11630.66"
"","2026-03-28","achat pdv","Gpos Maxi #8797          Montr ","Débit","-8.99","11654.36"
"","2026-03-28","achat pdv","Gpos Res Gas Bar         Kahna ","Débit","-38.00","11663.35"
"","2026-03-28","achat pdv","Gpos Totem Pole High     Kahna ","Débit","-60.00","11701.35"
"","2026-03-28","pmt facture","Pc-Visa Infinite Momentum Scotia 63003023","Débit","-25.28","11761.35"
"","2026-03-27","assurance","Desjardins Secur. Fin. ","Crédit","1235.07","11786.63"
"","2026-03-27","achat pdv","Gpos Marche St Josep     Montr ","Débit","-10.99","10551.56"
"","2026-03-27","achat pdv","Gpos Iga Barcelo Mol     Montr ","Débit","-4.86","10562.55"
"","2026-03-27","achat pdv","Gpos Brunet Pharm G      Montr ","Débit","-7.22","10567.41"
"","2026-03-27","achat pdv","Gpos The Home Depot      Montr ","Débit","-38.14","10574.63"
"","2026-03-26","achat pdv","Gpos Marche St Josep     Montr ","Débit","-60.08","10612.77"
"","2026-03-25","achat pdv","Gpos Ls Aube Cafe        Montr ","Débit","-24.05","10672.85"
"","2026-03-25","achat pdv","Gpos Gestion Bajgira     Montr ","Débit","-16.41","10696.90"
"","2026-03-25","pmt facture","Pc-Visa Infinite Momentum Scotia 54688401","Débit","-59.47","10713.31"
"","2026-03-25","pmt facture","Pc-Visa Momentum Scotia 54685456","Débit","-4189.76","10772.78"
"","2026-03-24","achat pdv","Gpos Marche St-Josep     Montr ","Débit","-57.52","14962.54"
"","2026-03-21","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-21.83","15020.06"
"","2026-03-20","achat pdv","Gpos Provigo Rachel      Montr ","Débit","-33.70","15041.89"
"","2026-03-20","achat pdv","Gpos Rona Le Quincai     Montr ","Débit","-20.67","15075.59"
"","2026-03-19","achat pdv","Gpos Maxi #8797          Montr ","Débit","-77.44","15096.26"
"","2026-03-19","achat pdv","Gpos Adonis 21037 Sa     Montr ","Débit","-44.29","15173.70"
"","2026-03-19","achat pdv","Gpos Adonis 21037 Sa     Montr ","Débit","-13.65","15217.99"
"","2026-03-18","achat pdv","Gpos Marche St Josep     Montr ","Débit","-26.96","15231.64"
"","2026-03-18","achat pdv","Gpos Ls 325 F Cuisin     Montr ","Débit","-36.39","15258.60"
"","2026-03-17","achat pdv","Gpos Marche St Josep     Montr ","Débit","-61.65","15294.99"
"","2026-03-16","pmt facture","Pc-Visa Infinite Momentum Scotia 31253705","Débit","-26.20","15356.64"
"","2026-03-16","dt trnsfr cl","Achat Placement ","Débit","-1000.00","15382.84"
"","2026-03-14","pmt facture","Pc-Canadian Tire Mastcard 29383073","Débit","-8.96","16382.84"
"","2026-03-14","achat pdv","Gpos Marche St Josep     Montr ","Débit","-9.73","16391.80"
"","2026-03-14","achat pdv","Gpos Adonis 21942 Se     Montr ","Débit","-42.69","16401.53"
"","2026-03-14","achat pdv","Gpos Totem Pole High     Kahna ","Débit","-60.00","16444.22"
"","2026-03-14","pmt facture","Pc-Visa Infinite Momentum Scotia 29086378","Débit","-420.75","16504.22"
"","2026-03-13","assurance","Desjardins Secur. Fin. ","Crédit","1235.07","16924.97"
"","2026-03-13","ct transf cl","Gains Placement ","Crédit","5000.00","15689.90"
"","2026-03-13","achat pdv","Gpos Super C  Pie Ix     Montr ","Débit","-78.39","10689.90"
"","2026-03-13","depot","Virement Interac Grat. ","Crédit","20.00","10768.29"
"","2026-03-13","achat pdv","Gpos Pho Jean Talon      Montr ","Débit","-21.46","10748.29"
"","2026-03-12","pmt facture","Pc-Visa Momentum Scotia 23444860","Débit","-250.00","10769.75"
"","2026-03-10","achat pdv","Gpos Marche St Josep     Montr ","Débit","-35.77","11019.75"
"","2026-03-10","achat pdv","Gpos Pizzeria Mangio     Montr ","Débit","-16.65","11055.52"
"","2026-03-10","retrait","Virement Interac Grat. ","Débit","-403.77","11072.17"
"","2026-03-10","pmt facture","Pc-Visa Infinite Momentum Scotia 18578523","Débit","-34.25","11475.94"
"","2026-03-09","assurance","Intact Compagnie D Assurance ","Débit","-85.60","11510.19"
"","2026-03-09","achat pdv","Gpos Marche St Josep     Montr ","Débit","-37.60","11595.79"
"","2026-03-07","pmt facture","Pc-Bell Facture Unique-14 Digits 12416296","Débit","-74.74","11633.39"
"","2026-03-06","achat pdv","Gpos Marche St Josep     Montr ","Débit","-28.47","11708.13"
"","2026-03-06","achat pdv","Gpos Rez Gaz             Kahna ","Débit","-20.00","11736.60"
"","2026-03-06","achat pdv","Gpos Totem Pole High     Kahna ","Débit","-60.00","11756.60"
"","2026-03-05","achat pdv","Gpos Marche St Josep     Montr ","Débit","-34.18","11816.60"
"","2026-03-05","cred. impot solidarite","Gouv. Quebec ","Crédit","104.67","11850.78"
"","2026-03-04","achat pdv","Gpos Ls 325 F Cuisin     Montr ","Débit","-29.89","11746.11"
"","2026-03-02","pmt facture","Fido Mobile ","Débit","-59.84","11776.00"
"","2026-03-02","assurance","Intact Compagnie D Assurance ","Débit","-92.83","11835.84"
"","2026-03-02","achat pdv","Gpos Francois Trembl     Montr ","Débit","-27.55","11928.67"
"","2026-03-02","pmt facture","Pc-Visa Momentum Scotia 98699055","Débit","-373.67","11956.22"
"","2026-03-02","pmt facture","Pc-Visa Infinite Momentum Scotia 98698097","Débit","-11.49","12329.89"
"","2026-02-28","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-40.68","12341.38"
"","2026-02-27","assurance","Desjardins Secur. Fin. ","Crédit","1235.07","12382.06"
"","2026-02-27","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-40.68","11146.99"
"","2026-02-27","pension","Rrq Retraite Quebec ","Crédit","1203.95","11187.67"
"","2026-02-26","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-43.20","9983.72"
"","2026-02-25","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-40.68","10026.92"
"","2026-02-25","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-40.68","10067.60"
"","2026-02-24","achat pdv","Fpos Depanneur Chez Emilemontr ","Débit","-40.68","10108.28"
"","2026-02-23","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-38.95","10148.96"
"","2026-02-23","achat pdv","Gpos Marche St-Josep     Montr ","Débit","-90.88","10187.91"
"","2026-02-20","achat pdv","Fpos Marche St-Joseph    Montr ","Débit","-73.10","10278.79"
"","2026-02-19","achat pdv","Gpos Marche St Josep     Montr ","Débit","-80.13","10351.89"
"","2026-02-19","achat pdv","Gpos Adonis 21943 An     Anjou ","Débit","-81.11","10432.02"
"","2026-02-18","achat pdv","Gpos Restaurant Indi     Montr ","Débit","-36.91","10513.13"
"","2026-02-17","achat pdv","Gpos Marche St-Josep     Montr ","Débit","-50.78","10550.04"
"","2026-02-16","achat pdv","Gpos Marche St-Josep     Montr ","Débit","-53.96","10600.82"
"","2026-02-14","pmt facture","Pc-Visa Momentum Scotia 61051091","Débit","-79.96","10654.78"
"","2026-02-13","assurance","Desjardins Secur. Fin. ","Crédit","1235.07","10734.74"
"","2026-02-11","achat pdv","Gpos Marche St-Josep     Montr ","Débit","-51.73","9499.67"
"","2026-02-11","achat pdv","Gpos Odessa Anjou        Anjou ","Débit","-15.63","9551.40"
"","2026-02-11","achat pdv","Gpos Fruiterie 440 H     Anjou ","Débit","-5.98","9567.03"
"","2026-02-11","depot"," ","Crédit","180.00","9573.01"
"","2026-02-10","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-25.36","9393.01"
"","2026-02-09","assurance","Intact Compagnie D Assurance ","Débit","-81.67","9418.37"
"","2026-02-09","achat pdv","Gpos Marche St Josep     Montr ","Débit","-51.73","9500.04"
"","2026-02-09","achat pdv","Gpos Restaurant Yall     Montr ","Débit","-10.93","9551.77"
"","2026-02-09","pmt facture","Pc-Visa Infinite Momentum Scotia 46329505","Débit","-15.51","9562.70"
"","2026-02-09","achat pdv","Gpos Marche St Josep     Montr ","Débit","-36.20","9578.21"
"","2026-02-09","achat pdv","Gpos Maxi #8797          Montr ","Débit","-29.49","9614.41"
"","2026-02-09","achat pdv","Gpos Totem Pole High     Kahna ","Débit","-60.00","9643.90"
"","2026-02-06","achat pdv","Gpos Iga Barcelo Mol     Montr ","Débit","-46.97","9703.90"
"","2026-02-05","pmt facture","Pc-Ville De Montreal - Taxes 38518215","Débit","-2342.87","9750.87"
"","2026-02-05","pmt facture","Pc-Bell Facture Unique-14 Digits 38360958","Débit","-71.29","12093.74"
"","2026-02-05","cred. impot solidarite","Gouv. Quebec ","Crédit","104.67","12165.03"
"","2026-02-03","cheque  216"," ","Débit","-403.77","12060.36"
"","2026-02-03","pmt facture","Pc-Hydro Quebec 33536930","Débit","-124.53","12464.13"
"","2026-02-02","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-38.95","12588.66"
"","2026-02-02","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-37.23","12627.61"
"","2026-01-31","achat pdv","Gpos Rez Gaz             Kahna ","Débit","-16.00","12664.84"
"","2026-01-31","achat pdv","Gpos Totem Pole High     Kahna ","Débit","-60.00","12680.84"
"","2026-01-31","achat pdv","Gpos Maxi #8797          Montr ","Débit","-50.59","12740.84"
"","2026-01-31","pmt facture","Pc-Visa Infinite Momentum Scotia 25633990","Débit","-4.59","12791.43"
"","2026-01-31","pmt facture","Pc-Canadian Tire Mastcard 25632640","Débit","-6.73","12796.02"
"","2026-01-30","pmt facture","Fido Mobile ","Débit","-59.84","12802.75"
"","2026-01-30","assurance","Desjardins Secur. Fin. ","Crédit","1235.07","12862.59"
"","2026-01-30","achat pdv","Gpos Marche St-Josep     Montr ","Débit","-13.47","11627.52"
"","2026-01-30","achat pdv","Gpos Kim Phat #3733      Montr ","Débit","-29.59","11640.99"
"","2026-01-30","achat pdv","Gpos Alimentation Pa     Saint ","Débit","-40.55","11670.58"
"","2026-01-30","pension","Rrq Retraite Quebec ","Crédit","1203.95","11711.13"
"","2026-01-29","assurance","Intact Compagnie D Assurance ","Débit","-92.83","10507.18"
"","2026-01-29","achat pdv","Gpos Iga Barcelo Mol     Montr ","Débit","-96.04","10600.01"
"","2026-01-28","achat pdv","Gpos Super C  Pie Ix     Montr ","Débit","-55.25","10696.05"
"","2026-01-28","achat pdv","Gpos Marche St Josep     Montr ","Débit","-78.74","10751.30"
"","2026-01-28","pmt facture","Pc-Canadian Tire Mastcard 16667061","Débit","-33.33","10830.04"
"","2026-01-27","achat pdv","Gpos Provigo Rachel      Montr ","Débit","-70.52","10863.37"
"","2026-01-27","achat pdv","Gpos Francois Trembl     Montr ","Débit","-45.34","10933.89"
"","2026-01-27","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-21.83","10979.23"
"","2026-01-26","pmt facture","Pc-Visa Infinite Momentum Scotia 12921253","Débit","-12.64","11001.06"
"","2026-01-26","achat pdv","Gpos Couchetard #354 ","Débit","-29.01","11013.70"
"","2026-01-26","achat pdv","Gpos Restaurant Yall     Montr ","Débit","-24.05","11042.71"
"","2026-01-23","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-23.03","11066.76"
"","2026-01-23","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-21.83","11089.79"
"","2026-01-22","achat pdv","Gpos Provigo Rachel      Montr ","Débit","-83.23","11111.62"
"","2026-01-22","achat pdv","Gpos Adonis 21943 An     Anjou ","Débit","-89.98","11194.85"
"","2026-01-21","achat pdv","Gpos Marche St-Josep     Montr ","Débit","-33.10","11284.83"
"","2026-01-20","pmt facture","Pc-Saaq Permis De Conduire 99526682","Débit","-50.23","11317.93"
"","2026-01-20","achat pdv","Gpos Marche St-Josep     Montr ","Débit","-47.57","11368.16"
"","2026-01-20","achat pdv","Gpos Kim Chi - 2610      Montr ","Débit","-3.16","11415.73"
"","2026-01-20","achat pdv","Gpos Kim Chi - 2610      Montr ","Débit","-19.71","11418.89"
"","2026-01-19","pmt facture","Pc-Visa Infinite Momentum Scotia 97316193","Débit","-34.98","11438.60"
"","2026-01-19","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-13.78","11473.58"
"","2026-01-19","pmt facture","Pc-Visa Infinite Momentum Scotia 94362601","Débit","-55.08","11487.36"
"","2026-01-17","pmt facture","Pc-Canadian Tire Mastcard 92581039","Débit","-22.46","11542.44"
"","2026-01-17","achat pdv","Gpos Marche St Josep     Montr ","Débit","-73.33","11564.90"
"","2026-01-17","achat pdv","Gpos Rez Gas             Kahna ","Débit","-23.00","11638.23"
"","2026-01-17","achat pdv","Gpos Totem Pole High     Kahna ","Débit","-60.00","11661.23"
"","2026-01-16","assurance","Desjardins Secur. Fin. ","Crédit","1235.07","11721.23"
"","2026-01-15","achat pdv","Gpos Kim Phat #3733      Montr ","Débit","-84.09","10486.16"
"","2026-01-15","dt trnsfr cl","Achat Placement ","Débit","-1000.00","10570.25"
"","2026-01-14","achat pdv","Gpos Marche St Josep     Montr ","Débit","-57.92","11570.25"
"","2026-01-14","depot","Virement Interac Grat. ","Crédit","10.00","11628.17"
"","2026-01-14","pmt facture","Pc-Visa Infinite Momentum Scotia 84152199","Débit","-22.98","11618.17"
"","2026-01-12","cheque  217"," ","Débit","-52.00","11641.15"
"","2026-01-12","achat pdv","Gpos Marche St Josep     Montr ","Débit","-15.60","11693.15"
"","2026-01-12","pmt facture","Pc-Visa Infinite Momentum Scotia 78063096","Débit","-48.05","11708.75"
"","2026-01-10","achat pdv","Gpos Marche St Josep     Montr ","Débit","-38.24","11756.80"
"","2026-01-10","achat pdv","Gpos Adonis 21943 An     Anjou ","Débit","-82.78","11795.04"
"","2026-01-09","achat pdv","Gpos Totem Pole High     Kahna ","Débit","-60.00","11877.82"
"","2026-01-09","pmt facture","Pc-Visa Infinite Momentum Scotia 72990068","Débit","-37.98","11937.82"
"","2026-01-08","assurance","Intact Compagnie D Assurance ","Débit","-81.67","11975.80"
"","2026-01-08","achat pdv","Gpos Pho Jean Talon      Montr ","Débit","-21.46","12057.47"
"","2026-01-06","pmt facture","Pc-Bell Facture Unique-14 Digits 66830402","Débit","-53.53","12078.93"
"","2026-01-06","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-4.69","12132.46"
"","2026-01-05","cheque  215"," ","Débit","-403.77","12137.15"
"","2026-01-05","tps","Canada ","Crédit","87.25","12540.92"
"","2026-01-05","cred. impot solidarite","Gouv. Quebec ","Crédit","104.67","12453.67"
"","2026-01-02","achat pdv","Fpos Francois Tremblay Phmontr ","Débit","-27.55","12349.00"
"","2026-01-02","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-40.68","12376.55"
"","2026-01-02","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-40.68","12417.23"
"","2026-01-02","pmt facture","Pc-Visa Momentum Scotia 53082438","Débit","-11.49","12457.91"
"","2025-12-31","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-62.18","12469.40"
"","2025-12-30","pmt facture","Fido Mobile ","Débit","-61.11","12531.58"
"","2025-12-30","assurance","Desjardins Secur. Fin. ","Crédit","1213.80","12592.69"
"","2025-12-30","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-36.67","11378.89"
"","2025-12-30","pension","Rrq Retraite Quebec ","Crédit","1180.34","11415.56"
"","2025-12-29","assurance","Intact Compagnie D Assurance ","Débit","-92.83","10235.22"
"","2025-12-29","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-37.87","10328.05"
"","2025-12-29","achat pdv","Gpos Marche St Josep     Montr ","Débit","-62.16","10365.92"
"","2025-12-27","achat pdv","Gpos Marche St Josep     Montr ","Débit","-53.45","10428.08"
"","2025-12-27","achat pdv","Gpos Petro-Canada 12 ","Débit","-40.56","10481.53"
"","2025-12-27","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-36.67","10522.09"
"","2025-12-23","achat pdv","Gpos Marche St Josep     Montr ","Débit","-123.32","10558.76"
"","2025-12-22","achat pdv","Gpos Marche St Josep     Montr ","Débit","-63.78","10682.08"
"","2025-12-22","achat pdv","Gpos Provigo Rachel      Montr ","Débit","-4.98","10745.86"
"","2025-12-22","achat pdv","Gpos Maxi #8797          Montr ","Débit","-52.53","10750.84"
"","2025-12-20","achat pdv","Gpos Super C  Pie Ix     Montr ","Débit","-55.15","10803.37"
"","2025-12-20","achat pdv","Gpos Rez Gaz             Kahna ","Débit","-15.00","10858.52"
"","2025-12-20","achat pdv","Gpos Totem Pole High     Kahna ","Débit","-60.00","10873.52"
"","2025-12-19","assurance","Desjardins Secur. Fin. ","Crédit","1208.48","10933.52"
"","2025-12-19","achat pdv","Gpos Marche St Josep     Montr ","Débit","-49.37","9725.04"
"","2025-12-18","pmt facture","Pc-Visa Infinite Momentum Scotia 20477346","Débit","-73.96","9774.41"
"","2025-12-17","achat pdv","Gpos Les Bordelais       Montr ","Débit","-39.25","9848.37"
"","2025-12-15","achat pdv","Gpos Marche St Josep     Montr ","Débit","-62.40","9887.62"
"","2025-12-15","dt trnsfr cl","Achat Placement ","Débit","-1000.00","9950.02"
"","2025-12-13","achat pdv","Gpos Provigo Rachel      Montr ","Débit","-112.39","10950.02"
"","2025-12-13","pmt facture","Pc-Visa Infinite Momentum Scotia 07693455","Débit","-198.89","11062.41"
"","2025-12-12","achat pdv","Gpos Marche St Josep     Montr ","Débit","-47.41","11261.30"
"","2025-12-12","achat pdv","Gpos Kim Phat #3733      Montr ","Débit","-21.60","11308.71"
"","2025-12-12","achat pdv","Gpos Super C Pie 1x      Montr ","Débit","-45.19","11330.31"
"","2025-12-12","pmt facture","Pc-Visa Infinite Momentum Scotia 04426275","Débit","-34.00","11375.50"
"","2025-12-11","achat pdv","Gpos Marche St Josep     Montr ","Débit","-21.18","11409.50"
"","2025-12-10","achat pdv","Gpos Francois Trembl     Montr ","Débit","-19.34","11430.68"
"","2025-12-09","achat pdv","Gpos Marche St Josep     Montr ","Débit","-16.57","11450.02"
"","2025-12-08","assurance","Intact Compagnie D Assurance ","Débit","-81.67","11466.59"
"","2025-12-08","achat pdv","Gpos Marche St Josep     Montr ","Débit","-18.46","11548.26"
"","2025-12-06","achat pdv","Gpos Marche St Josep     Montr ","Débit","-28.60","11566.72"
"","2025-12-06","achat pdv","Gpos Rez Gas             Kahna ","Débit","-15.00","11595.32"
"","2025-12-06","achat pdv","Gpos Totem Pole High     Kahna ","Débit","-60.00","11610.32"
"","2025-12-05","assurance","Desjardins Secur. Fin. ","Crédit","1208.48","11670.32"
"","2025-12-05","achat pdv","Gpos Marche St Josep     Montr ","Débit","-57.55","10461.84"
"","2025-12-05","achat pdv","Gpos Francois Trembl     Montr ","Débit","-18.95","10519.39"
"","2025-12-05","cred. impot solidarite","Gouv. Quebec ","Crédit","104.67","10538.34"
"","2025-12-04","cheque  214"," ","Débit","-403.77","10433.67"
"","2025-12-03","achat pdv","Gpos Marche St Josep     Montr ","Débit","-9.50","10837.44"
"","2025-12-01","assurance","Intact Compagnie D Assurance ","Débit","-92.83","10846.94"
"","2025-12-01","pmt facture","Fido Mobile ","Débit","-59.84","10939.77"
"","2025-12-01","pmt facture","Pc-Hydro Quebec 77557850","Débit","-89.05","10999.61"
"","2025-12-01","pmt facture","Pc-Visa Infinite Momentum Scotia 76414460","Débit","-11.49","11088.66"
"","2025-12-01","pmt facture","Pc-Bell Facture Unique-14 Digits 76414459","Débit","-89.05","11100.15"
"","2025-11-29","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-61.00","11189.20"
"","2025-11-28","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-40.68","11250.20"
"","2025-11-28","pension","Rrq Retraite Quebec ","Crédit","1180.34","11290.88"
"","2025-11-27","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-67.67","10110.54"
"","2025-11-26","achat pdv","Gpos Marche St Josep     Montr ","Débit","-70.49","10178.21"
"","2025-11-25","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-40.68","10248.70"
"","2025-11-24","achat pdv","Gpos Marche St Josep     Montr ","Débit","-67.80","10289.38"
"","2025-11-24","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-40.68","10357.18"
"","2025-11-24","pmt facture","Pc-Visa Infinite Momentum Scotia 55510039","Débit","-66.56","10397.86"
"","2025-11-22","achat pdv","Gpos Iga Barcelo Mol     Montr ","Débit","-2.92","10464.42"
"","2025-11-22","achat pdv","Gpos Saq23185 Atelie     Montr ","Débit","-35.65","10467.34"
"","2025-11-22","achat pdv","Gpos Francois Trembl     Montr ","Débit","-47.08","10502.99"
"","2025-11-22","achat pdv","Gpos Iga Barcelo Mol     Montr ","Débit","-66.80","10550.07"
"","2025-11-22","achat pdv","Gpos Totem Pole High     Kahna ","Débit","-60.00","10616.87"
"","2025-11-21","assurance","Desjardins Secur. Fin. ","Crédit","1208.48","10676.87"
"","2025-11-21","achat pdv","Gpos Kim Phat #3733      Montr ","Débit","-80.20","9468.39"
"","2025-11-21","achat pdv","Gpos Addison Electro     Montr ","Débit","-8.04","9548.59"
"","2025-11-20","dt trnsfr cl","Achat Placement ","Débit","-141900.00","9556.63"
"","2025-11-20","dt trnsfr cl","Achat Placement ","Débit","-18100.00","151456.63"
"","2025-11-20","achat pdv","Gpos Marche St Josep     Montr ","Débit","-40.39","169556.63"
"","2025-11-20","achat pdv","Gpos Adonis 21943 An     Anjou ","Débit","-45.08","169597.02"
